ident,name,latitude_deg,longitude_deg,continent,iso_country,iso_region,municipality,gps_code
II84,Hilakos Airport,37.931999206543,-87.7714004516602,NA,US,US-IN,Mount Vernon,II84
II85,Blomenberg Airport,40.8961982727051,-85.0491027832031,NA,US,US-IN,Decatur,II85
II86,Poole Airport,40.0155982971191,-85.8874969482422,NA,US,US-IN,Noblesville,II86
II87,Twelve Oaks Airport,39.4514007568359,-86.3283004760742,NA,US,US-IN,Martinsville,II87
II89,Yelverton Airport,38.0870018005371,-87.6817016601563,NA,US,US-IN,St Wendel,II89
II90,Crawford Field,41.1997985839844,-86.8364028930664,NA,US,US-IN,North Judson,II90
II91,Dunbar Field,39.8438987731934,-86.5053024291992,NA,US,US-IN,Pittsboro,II91
II93,Bronson Airport,39.4838981628418,-86.2268981933594,NA,US,US-IN,Bargersville,II93
II94,Irion Airport,40.1283988952637,-85.886100769043,NA,US,US-IN,Noblesville,II94
II95,Rust's Landing Airport,41.3644981384277,-86.0633010864258,NA,US,US-IN,Bourbon,II95
II96,Buchta Airport,38.4928016662598,-86.9330978393555,NA,US,US-IN,Haysville,II96
II97,Solenberg Airport,39.4777984619141,-85.88330078125,NA,US,US-IN,Shelbyville,II97
II98,Shrum Field,39.0438995361328,-87.4219970703125,NA,US,US-IN,Sullivan,II98
II99,Drake Field,41.4364013671875,-86.4708023071289,NA,US,US-IN,Walkerton,II99
IL-0001,Kefar Gallim Highway Strip,32.7617093312,34.9535393715,AS,IL,IL-HA,,
IL-0002,Mishmar Ayalon Highway Strip H,31.8834338562,34.9484109879,AS,IL,IL-M,,
IL01,Wolford's Airport,40.7924995422363,-90.4382019042969,NA,US,US-IL,Abingdon,IL01
IL02,Herbert C. Maas Airport,42.4721984863281,-87.9084014892578,NA,US,US-IL,Zion,IL02
IL05,Bingham Airport,42.440299987793,-88.4889984130859,NA,US,US-IL,Alden,IL05
IL07,Taylor Airport,41.7235984802246,-89.2918014526367,NA,US,US-IL,Amboy,IL07
IL09,Albrecht /2/ Airport,41.631401062,-89.4050979614,NA,US,US-IL,Amboy,IL09
IL11,Donald Alfred Gade Airport,42.4653015136719,-88.040397644043,NA,US,US-IL,Antioch,IL11
IL12,Kinsey RLA Restricted Landing Area,39.8800010681,-90.4651031494,NA,US,US-IL,Arenzville,IL12
IL13,Funfsinn Airport,41.4707984924316,-89.1808013916016,NA,US,US-IL,Arlington,IL13
IL15,Runyan Aviation Airport,40.5694007873535,-90.548698425293,NA,US,US-IL,Bushnell,IL15
IL16,Houseman Airport,37.5401000976562,-89.1225967407227,NA,US,US-IL,Cobden,IL16
IL18,Crook Restricted Landing Area,38.3870010375977,-90.1918029785156,NA,US,US-IL,Columbia,IL18
IL22,Heeg Airport,41.0070991516113,-90.8828964233399,NA,US,US-IL,Oquawka,IL22
IL23,Ellis Airport,42.4425010681152,-89.4501037597656,NA,US,US-IL,Davis,IL23
IL24,Richardson Airport,39.7075004577637,-89.8831024169922,NA,US,US-IL,New Berlin,IL24
IL29,Von Alvens Airview Airport,41.2999992370605,-87.6500015258789,NA,US,US-IL,Beecher,IL29
IL31,Cooch Landing Area Airport,39.8432998657227,-88.4533004760742,NA,US,US-IL,Atwood,IL31
IL32,Adkisson Airport,39.7832984924316,-88.6213989257812,NA,US,US-IL,Hammond,IL32
IL34,Henderson Airport,42.2145004272461,-88.7570037841797,NA,US,US-IL,Belvidere,IL34
IL35,Redpath Restricted Landing Area,38.181999206543,-89.8084030151367,NA,US,US-IL,Baldwin,IL35
IL36,Bob Walberg Field,42.3208999633789,-88.7583999633789,NA,US,US-IL,Belvidere,IL36
IL38,J Maddock Airport,41.7669982910156,-88.5319976806641,NA,US,US-IL,Big Rock,IL38
IL45,Busboom Airport,40.3111000061035,-88.0152969360352,NA,US,US-IL,Gifford,IL45
IL46,Brooks Ranch Airport,40.4667015075684,-91.0335006713867,NA,US,US-IL,Burnside,IL46
IL51,Aero Acres Airport,41.0381011962891,-88.3375015258789,NA,US,US-IL,Campus,IL51
IL52,Williams Airport,40.4392013549805,-91.1439971923828,NA,US,US-IL,Carthage,IL52
IL53,Lung RLA Restricted Landing Area,40.4612007141,-91.0737991333,NA,US,US-IL,Carthage,IL53
IL54,Richmond Airport,40.3442001342773,-90.4428024291992,NA,US,US-IL,Table Grove,IL54
IL55,Andrew RLA Restricted Landing Area Airport,40.1603012085,-88.3044967651,NA,US,US-IL,Champaign,IL55
IL56,Mc Culley Airport,40.2202987671,-88.2537002563,NA,US,US-IL,Champaign,IL56
IL57,Cottonwood Airport,40.4220008850098,-89.0205993652344,NA,US,US-IL,Bloomington,IL57
IL58,Aero Four Airport,41.4361000061035,-88.2487030029297,NA,US,US-IL,Channahon,IL58
IL59,Chicago Glider Club Gliderport,41.43199921,-88.24729919,NA,US,US-IL,Channahon,IL59
IL60,Chatsworth Restricted Landing Area,40.7430992126465,-88.2911987304687,NA,US,US-IL,Chatsworth,IL60
IL63,Mays Aviation Airport,40.7000007629395,-88.6751022338867,NA,US,US-IL,Chenoa,IL63
IL64,Martin Airport,40.1805992126465,-89.5000991821289,NA,US,US-IL,Lincoln,IL64
IL65,M.A.M Trail Airport,41.0050010681,-90.7085037231,NA,US,US-IL,Little York,IL65
IL68,Mill Rose Farm Restricted Landing Area,42.07720184,-88.15979767,NA,US,US-IL,Chicago/Barrington,IL68
IL71,Dury Estates Airport,37.81919861,-89.15219879,NA,US,US-IL,Hurst,IL71
IL72,Entwistle Airport,41.1156005859375,-89.0447998046875,NA,US,US-IL,Lostant,IL72
IL78,Benoit Airport,41.1310997009277,-87.7922973632812,NA,US,US-IL,Kankakee,IL78
IL81,Berns Airport,40.9361000061035,-88.0417022705078,NA,US,US-IL,Clifton,IL81
IL82,Martin RLA Restricted Landing Area,40.109500885,-88.8286972046,NA,US,US-IL,Clinton,IL82
IL84,Douglas Airport,40.5764007568359,-91.102897644043,NA,US,US-IL,Colusa,IL84
IL86,Krohe Airport,39.9361991882324,-90.466796875,NA,US,US-IL,Beardstown,IL86
IL87,W Davis Airport,41.7111015319824,-89.1122970581055,NA,US,US-IL,Compton,IL87
IL88,Earl Barnickel Airport,41.6749992370606,-89.1167984008789,NA,US,US-IL,Compton,IL88
IL91,Testoni Farms Airport,41.0209007263184,-88.6533966064453,NA,US,US-IL,Cornell,IL91
IL93,Hendrickson Flying Service Airport,41.9453010559082,-88.9240036010742,NA,US,US-IL,Creston,IL93
IL94,Hoblit Farms Airport,40.2262992859,-89.2428970337,NA,US,US-IL,Atlanta,IL94
IL95,Corn Field,41.2230987548828,-88.1453018188477,NA,US,US-IL,Custer Park,IL95
IL97,Springfield Southwest Airpark,39.7369995117187,-89.8097991943359,NA,US,US-IL,New Berlin,IL97
IL99,B & C Airport,41.5928001403809,-88.9673004150391,NA,US,US-IL,Earlville,IL99
IM-0001,Andreas Airfield,54.3711111111,-4.42333333333,EU,IM,IM-U-A,Andreas,
IMA,Iamalele Airport,-9.5107,150.5246,OC,PG,PG-MBA,"Iamalele, Fergusson Island",
IMG,Inhaminga Airport,-18.41,35.0045,AF,MZ,MZ-S,Inhaminga,
IN-0003,Daulat Beg Oldi Advanced Landing Ground,35.3964667088,77.9289650917,AS,IN,IN-JK,,
IN-0011,Jakkur Airfield,13.0766983032227,77.59765625,AS,IN,IN-KA,,
IN-0012,Pakyong Airport (Under Construction),27.2313003540039,88.5871963500977,AS,IN,IN-SK,,
IN-0013,Nadirgul Airport,17.3060665131,78.5604858398,AS,IN,IN-U-A,,
IN-0015,Baljek Airport,25.6614875793457,90.3450393676758,AS,IN,IN-ML,,
IN-0023,Amreli Airstrip,21.6198508623,71.2233352661,AS,IN,IN-GJ,Amreli,
IN-0024,Baramati Airport,18.2269444444,74.5908333333,AS,IN,IN-MM,Pune,
IN-0025,Faizabad Airport,26.7511282,82.1543651,AS,IN,IN-UP,Faizabad,
IN-0026,Korba Airport,22.4141666667,82.7194444444,AS,IN,IN-CT,Rumgara,
IN-0033,Aamby Valley Airport,18.6096166667,73.3775833333,AS,IN,IN-MM,Aamby Valley City,
IN-0034,Vijay Nagar Airport,19.8841,73.8405666667,AS,IN,IN-MM,Vijay Nagar,
IN-0053,Shibpur Airstrip,13.2363163011,93.0497306585,AS,IN,IN-AN,Madhupur,
IN-0060,Khargon Govt. Airstrip,21.8100301946,75.5544376373,AS,IN,IN-MP,,
IN-0061,Khandwa Airport,21.8571174596,76.3369560242,AS,IN,IN-MP,Khandwa,
IN-0062,Shirpur Airport,21.3239987933,74.9567341805,AS,IN,IN-MM,Shirpur,
IN-0064,Umaria Air Field,23.5325139099,80.8082199097,AS,IN,IN-MP,Umaria,
IN-0065,Amravati (Belora) Airstrip,20.8133485116,77.7179074287,AS,IN,IN-MM,Amravati,
IN-0066,Madhubani Airport,26.3291666667,86.06,AS,IN,IN-BR,,
IN-0067,Madhubani Airport,26.3291666667,86.06,AS,IN,IN-BR,,
IN-0069,Sultanpur,26.2475,82.0425,AS,IN,IN-UP,,
IN-0070,Vijayanagar Aerodrome (JSW),15.1749666667,76.6349472222,AS,IN,IN-KA,,VOJV
IN-0071,Baldota Koppal Aerodrome,15.3600944444,76.2200527778,AS,IN,IN-KA,,
IN-0072,Raigarh Airport (JSPL),21.9352805556,83.3502138889,AS,IN,IN-CT,,
IN-0073,Angul Airport (JSPL),20.91195,85.0325833333,AS,IN,IN-OR,,
IN-0074,Barbil Aerodrome (JSPL),22.0486138889,85.3741944444,AS,IN,IN-OR,,
IN-0085,Airport,26.436257,73.102823,AS,IN,IN-RJ,,
IN-0086,CHINDWARA AIRFIELD,22,78.93,AS,IN,IN-MP,,
IN-0088,Poonch Airport,33.76875,74.083753,AS,IN,IN-JK,Poonch,
IN-0089,Noamundi Airport,22.1922222222,85.5488888889,AS,IN,IN-JH,,
IN-0090,Deoghar Airstrip,24.44666667,86.70694444,AS,IN,IN-JH,,
IN-0091,saharsa airstrip,25.8919444444,86.5825,AS,IN,IN-BR,,
IN-0092,Jajpur ( Sukinda ) Airstrip,21.0319444444,85.7538888889,AS,IN,IN-OR,,
IN-0093,Vedanta Lanjigarh Airstrip,19.7194444444,83.3936111111,AS,IN,IN-OR,,
IN-JGB,Jagdalpur Airport,19.0743007659912,82.0367965698242,AS,IN,IN-CT,Jagdalpur,
IN-NVY,Neyveli Airport,11.6129560471,79.527381897,AS,IN,IN-TN,Neyveli,VONV
IN-RJI,Rajouri Airport,33.3778991699219,74.3152008056641,AS,IN,IN-JK,Rajouri,
IN-TEI,Tezu Airport,27.9412002563,96.1343994141,AS,IN,IN-AR,Tezu,VETJ
IN-VA38,Sirohi Airport,24.8950996398926,72.8459014892578,AS,IN,IN-RJ,,VA38
IN-VA47,Jalgaon Airport,20.9622001647949,75.6267013549805,AS,IN,IN-MM,,VA47
IN-VA51,Banswara Airport,23.5897006988525,74.3126983642578,AS,IN,IN-RJ,,VA51
IN-VA53,Dhulia Airport,20.9265003204346,74.7370986938477,AS,IN,IN-MM,,VA53
IN-VA74,Abu Road Airport,24.4941997528076,72.7815017700195,AS,IN,IN-RJ,,VA74
IN-VOHP,"Kopal,Hospet Airport",15.358334,76.51667,AS,IN,IN-KA,Hospete,
IN00,Sutton Airport,40.5452995300293,-87.0522003173828,NA,US,US-IN,Montmorenci,IN00
IN01,Kephart Field Airport,39.4861111,-86.1486111,NA,US,US-IN,Bargersville,IN01
IN03,Alford Airpark,38.4639015197754,-87.25,NA,US,US-IN,Petersburg,IN03
IN04,N'Meier Airport,38.8464012145996,-87.2403030395508,NA,US,US-IN,Westphalia,IN04
IN05,Stevens Farms Airport,39.6605987548828,-85.5483016967773,NA,US,US-IN,Rushville,IN05
IN08,Shakamak Airport,39.1694984436035,-87.190299987793,NA,US,US-IN,Jasonville,IN08
IN09,Clifton Airport,40.5242004394531,-87.4119033813477,NA,US,US-IN,Boswell,IN09
IN10,Plummer Airport,40.9758987426758,-86.4199981689453,NA,US,US-IN,Kewanna,IN10
IN11,Arrowhead Farm Airport,41.2928009033203,-86.0710983276367,NA,US,US-IN,Bourbon,IN11
IN13,Lanesville Skyways Airport,38.2237014770508,-85.9749984741211,NA,US,US-IN,Lanesville,IN13
IN14,Greenridge RLA Restricted Landing Area,38.2389984131,-86.0194015503,NA,US,US-IN,Lanesville,IN14
IN15,T & T Airport,38.6048011779785,-87.4630966186524,NA,US,US-IN,Vincennes,IN15
IN18,Hook Field,41.2745018005371,-84.8050003051758,NA,US,US-IN,Harlan,IN18
IN19,Marshall Field,39.6431007385254,-85.9816970825195,NA,US,US-IN,Acton,IN19
IN20,Jungclaus Airport,39.4537010192871,-86.2802963256836,NA,US,US-IN,Martinsville,IN20
IN21,Starkey's Airport,40.043098449707,-85.260498046875,NA,US,US-IN,Mooreland,IN21
IN23,Zeller Elev County Airport,37.9084014892578,-87.7583999633789,NA,US,US-IN,Mount Vernon,IN23
IN25,Hood Field,39.9981002807617,-86.5772018432617,NA,US,US-IN,Jamestown,IN25
IN26,Archangels Landing Airport,41.2613983154297,-86.8724975585937,NA,US,US-IN,San Pierre,IN26
IN27,Skyridge Airport,40.17919921875,-86.1157989501953,NA,US,US-IN,Arcadia,IN27
IN29,Durflinger Airport,40.573600769043,-87.1035995483399,NA,US,US-IN,Otterbein,IN29
IN30,Hull Airport,38.4023017883301,-87.5995025634766,NA,US,US-IN,Patoka,IN30
IN31,North Lakeland Airport,40.0223007202149,-85.7536010742188,NA,US,US-IN,Pendleton,IN31
IN32,Stephenson Airport,39.9772987365723,-85.7444000244141,NA,US,US-IN,Pendleton,IN32
IN33,Robison Airport,40.736198425293,-86.1153030395508,NA,US,US-IN,Peru,IN33
IN34,Rush Strip,40.8344993591309,-86.0522003173828,NA,US,US-IN,Peru,IN34
IN35,Shinn Bone Lane Airport,40.6542015075684,-86.0227966308594,NA,US,US-IN,Peru,IN35
IN36,Plugger Airport,38.0355987548828,-87.7240982055664,NA,US,US-IN,Evansville,IN36
IN38,Stewarts Green Acres Airport,41.5452995300293,-86.4527969360352,NA,US,US-IN,North Liberty,IN38
IN39,Klopfenstein Airport,40.7672996520996,-86.9207992553711,NA,US,US-IN,Reynolds,IN39
IN40,Brauns Airport,37.9099998474121,-87.1828002929687,NA,US,US-IN,Richland,IN40
IN41,Nuckols Airport,40.3548011779785,-85.0491027832031,NA,US,US-IN,Redkey,IN41
IN42,Hackbarth Airport,41.4902992248535,-86.1994018554688,NA,US,US-IN,Bremen,IN42
IN43,Spring Lake Airport,38.4751014709473,-85.997200012207,NA,US,US-IN,Pekin,IN43
IN44,Hardin Airport,38.5642013549805,-86.057502746582,NA,US,US-IN,Salem,IN44
IN45,4 Winds Aerodrome,39.8250007629395,-86.88330078125,NA,US,US-IN,Roachdale,IN45
IN46,Butler Field,39.738899230957,-87.2194976806641,NA,US,US-IN,Rockville,IN46
IN47,White Airport,39.7736015319824,-84.9227981567383,NA,US,US-IN,Richmond,IN47
IN49,Pherigo Airport,39.4874992370605,-85.8052978515625,NA,US,US-IN,Shelbyville,IN49
IN50,Siefert Airport,39.440299987793,-85.7652969360352,NA,US,US-IN,Shelbyville,IN50
IN51,Windy Knoll Airport,40.1399993896484,-86.1524963378906,NA,US,US-IN,Sheridan,IN51
IN53,Miller Airport,39.2916984558105,-86.823600769043,NA,US,US-IN,Spencer,IN53
IN54,I & C Field,41.2836990356445,-86.4627990722656,NA,US,US-IN,Culver,IN54
IN55,Songer Airport,40.0792007446289,-87.261100769043,NA,US,US-IN,Veedersburg,IN55
IN56,Carroll's Airpark,40.1268997192383,-85.4319000244141,NA,US,US-IN,Muncie,IN56
IN57,Shure Airport,39.2613983154297,-87.4208984375,NA,US,US-IN,Farmersburg,IN57
IN58,Sealscott Airport,40.9037017822266,-84.8475036621094,NA,US,US-IN,Monroeville,IN58
IN60,Wilderness Field,40.0177993774414,-86.1603012084961,NA,US,US-IN,Westfield,IN60
IN61,Flying J Airport,41.2641983032227,-87.1343994140625,NA,US,US-IN,Wheatfield,IN61
IN62,Tropria Airport,41.244800567627,-85.2975006103516,NA,US,US-IN,Churubusco,IN62
IN63,Horizon Field,40.36669921875,-85.3386001586914,NA,US,US-IN,Eaton,IN63
IN64,Beck Airport,39.5609016418457,-86.2040023803711,NA,US,US-IN,Bargersville,IN64
IN65,Wolfe Field,41.6913986206055,-85.5954971313477,NA,US,US-IN,Shipshewana,IN65
IN67,Greener Pastures Airport,38.9373016357422,-85.7375030517578,NA,US,US-IN,North Vernon,IN67
IN68,Stewart Airport,38.1355018615723,-86.0186004638672,NA,US,US-IN,Elizabeth,IN68
IN69,Hatfield Airport,41.665599822998,-85.8321990966797,NA,US,US-IN,Bristol,IN69
IN70,Bodin Airport,41.6335983276367,-87.0270004272461,NA,US,US-IN,Chesterton,IN70
IN71,Plew Airport,41.1856002807617,-85.521598815918,NA,US,US-IN,Columbia City,IN71
IN72,Mayer Airport,40.7859001159668,-85.2442016601563,NA,US,US-IN,Union Dale,IN72
IN73,Fleet Field,41.2223014831543,-86.386100769043,NA,US,US-IN,Culver,IN73
IN74,H.J.Umbaugh Airport,41.306999206543,-86.4375,NA,US,US-IN,Culver,IN74
IN76,Podell Airport,41.1263999938965,-86.6932983398437,NA,US,US-IN,Denham,IN76
IN80,Roberson Airport,38.3213996887207,-86.4907989501953,NA,US,US-IN,English,IN80
IN81,Small Field,39.7518997192383,-85.557502746582,NA,US,US-IN,Carthage,IN81
IN82,Foos Field,41.7495002746582,-86.0880966186523,NA,US,US-IN,Granger,IN82
IN83,Lautzenhiser Airpark,41.5023002624512,-84.9301986694336,NA,US,US-IN,Hamilton,IN83
IN84,Shamrock Airport,41.4081001281738,-86.747200012207,NA,US,US-IN,Hanna,IN84
IN85,Bowlin Airport,40.8372993469238,-85.4835968017578,NA,US,US-IN,Huntington,IN85
IN86,Wilson Airport,41.2803001403809,-86.6320037841797,NA,US,US-IN,Knox,IN86
IN87,Singleton's Landing Strip,41.3513984680176,-86.6264038085938,NA,US,US-IN,Knox,IN87
IN88,Sanders Gyroport Airport,39.5134010314941,-86.7639007568359,NA,US,US-IN,Cloverdale,IN88
IN89,Ligonier Airport,41.4500999450684,-85.6054992675781,NA,US,US-IN,Ligonier,IN89
IN90,Wietbrock Airport,41.2597999572754,-87.4813995361328,NA,US,US-IN,Lowell,IN90
IN91,Valhalla Airport,41.0023002624512,-84.9918975830078,NA,US,US-IN,Maples,IN91
IN92,Klein Airport,38.6528015136719,-87.5635986328125,NA,US,US-IN,Vincennes,IN92
IN93,Hustons Airport,41.7120018005371,-86.4328002929688,NA,US,US-IN,New Carlisle,IN93
IN95,Long Airport,41.2275009155273,-86.7902984619141,NA,US,US-IN,North Judson,IN95
IN98,Farm Strip,39.6831016540527,-85.8442001342774,NA,US,US-IN,Finly,IN98
IN99,Donica Field,39.4067001342773,-86.3054962158203,NA,US,US-IN,Morgantown,IN99
INE,Chinde Airport,-18.59,36.4489,AF,MZ,MZ-Q,Chinde,
IOK,Iokea Airport,-8.401,146.277,OC,PG,PG-GPK,Iokea,
IOP,Ioma Airport,-8.3614,147.84,OC,PG,PG-NPP,Ioma,
IQ-0001,Al Fathah Air Base,35.1353988647461,43.7252006530762,AS,IQ,IQ-TS,,
IQ-0002,Al Hayy Airport,32.1256332397461,45.7816162109375,AS,IQ,IQ-WA,,
IQ-0003,Al Iskandariyah New Airport,32.9691925048828,44.2712745666504,AS,IQ,IQ-BB,,
IQ-0004,Al Mufrash Airport,30.2264976501465,47.4765357971191,AS,IQ,IQ-BA,,
IQ-0005,Al Muhammadi Airport,33.4408798217773,42.9133071899414,AS,IQ,IQ-AN,,
IQ-0006,Amara New Air Base,31.8179721832275,47.0795707702637,AS,IQ,IQ-MA,,
IQ-0007,An Numaniyah Air Base,32.5062866210938,45.3266716003418,AS,IQ,IQ-WA,,
IQ-0008,Ar Rumaylah Southwest Air Base,30.3541564941406,47.1085395812988,AS,IQ,IQ-BA,,
IQ-0009,Ar Rutbah Highway Strip,33.0590324401855,40.3966407775879,AS,IQ,IQ-AN,,
IQ-0010,Ar Rutbah South Airport,32.8315658569336,40.3395652770996,AS,IQ,IQ-AN,,
IQ-0011,As Salman North Air Base,30.6469955444336,44.569709777832,AS,IQ,IQ-MU,,
IQ-0012,Baqubah Airport,33.7952499389648,44.601188659668,AS,IQ,IQ-DI,,
IQ-0013,Bashiqah Airport,36.4906616210938,43.3462982177734,AS,IQ,IQ-NI,,
IQ-0014,Basrah Maqal Airport,30.5681915283203,47.7720527648926,AS,IQ,IQ-BA,,
IQ-0015,Ghalaysan New Air Base,30.9139518737793,43.6754608154297,AS,IQ,IQ-NA,,
IQ-0016,H1 New Air Base,33.8186988830566,41.4322013854981,AS,IQ,IQ-AN,,
IQ-0017,H2 Air Base,33.3637237548828,40.5880241394043,AS,IQ,IQ-AN,,
IQ-0018,H3 Air Base,32.9293823242187,39.7451019287109,AS,IQ,IQ-AN,,
IQ-0019,H3 Highway Strip,32.8485336303711,39.3108940124512,AS,IQ,IQ-AN,,
IQ-0020,H3 Northwest AFB,33.0745697021484,39.5996170043945,AS,IQ,IQ-AN,,
IQ-0021,H3 Southwest Air Base,32.7449264526367,39.5995559692383,AS,IQ,IQ-AN,,
IQ-0022,Habbaniyah Airport,33.3742256164551,43.564395904541,AS,IQ,IQ-AN,,
IQ-0023,Injanah Air Field,34.4456176757812,44.5953063964844,AS,IQ,IQ-DI,,
IQ-0024,Jalibah Southeast Air Base,30.5465183258057,46.6027793884277,AS,IQ,IQ-BA,,
IQ-0025,Juwarin Highway Strip,30.6893348693848,46.4241027832031,AS,IQ,IQ-MU,,
IQ-0026,K1 Air Base,35.5131912231445,44.2836265563965,AS,IQ,IQ-TS,,
IQ-0027,K2 Air Base,34.9206504821777,43.3847312927246,AS,IQ,IQ-SD,,
IQ-0028,Karbala Northeast Airport,32.7554664611816,44.1275520324707,AS,IQ,IQ-BB,,
IQ-0029,Khan Bani Sad Airport,33.5903587341309,44.5956420898438,AS,IQ,IQ-DI,,
IQ-0030,Kut Al Hayy East Air Base,32.1168403625488,46.3822402954102,AS,IQ,IQ-WA,,
IQ-0031,Markab Northeast Airport,33.2525253295898,43.5945014953613,AS,IQ,IQ-AN,,
IQ-0032,Mudaysis Air Base,32.4106712341,41.9474945068,AS,IQ,IQ-AN,,KQMG
IQ-0033,Nejef New Air Field,31.9894599914551,44.4054489135742,AS,IQ,IQ-NA,,
IQ-0034,Qalat Salih Air Base,31.4565811157227,47.2897911071777,AS,IQ,IQ-MA,,
IQ-0035,Qalat Sikar Air Base,31.834981918335,46.3048400878906,AS,IQ,IQ-DQ,,
IQ-0036,Qasr Tall Mihl Airport,33.3064117431641,44.2419548034668,AS,IQ,IQ-BG,,
IQ-0037,Qayyarah South Airport,35.7570724487305,43.2646331787109,AS,IQ,IQ-NI,,
IQ-0038,Radif Al Khafi Highway Strip,31.9308395385742,42.1405944824219,AS,IQ,IQ-AN,,
IQ-0039,Rasheed Air Base,33.2793273925781,44.4937057495117,AS,IQ,IQ-BG,,
IQ-0040,Ruwayshid Air Base,32.4061126708984,39.1236114501953,AS,IQ,IQ-AN,,
IQ-0041,Safwan Airport,30.1357460021973,47.6495170593262,AS,IQ,IQ-BA,,
IQ-0042,Sahl Sinjar Air Base,35.8592643737793,42.1421394348145,AS,IQ,IQ-NI,,
IQ-0043,Salman Pak East Air Field,33.1606903076172,44.7740936279297,AS,IQ,IQ-DI,,
IQ-0044,Salum Air Base,34.1640739440918,44.7469482421875,AS,IQ,IQ-DI,,
IQ-0045,Samarra East Air Base,34.1664886474609,44.2632064819336,AS,IQ,IQ-SD,,
IQ-0046,Samarra West Air Field,34.3063125610352,43.2598266601562,AS,IQ,IQ-SD,,
IQ-0047,Shaibah Airport,30.4268245697021,47.6422348022461,AS,IQ,IQ-BA,,
IQ-0048,Shayka Mazhar Air Base,32.9290390014648,44.6297912597656,AS,IQ,IQ-WA,,
IQ-0049,Shaykh Hantush Highway Strip,32.2930641174316,44.8874320983887,AS,IQ,IQ-BB,,
IQ-0050,Subakhu Air Field,33.9344749450684,45.1013679504395,AS,IQ,IQ-DI,,
IQ-0051,Tal Ashtah New Air Base,35.1397209167,44.1338882446,AS,IQ,IQ-TS,http://en.wikipedia.org/wiki/Tal_Ashtah_Air_Base,
IQ-0052,Tikrit East Airport,34.6082572937012,43.7757110595703,AS,IQ,IQ-SD,,
IQ-0053,Tikrit South Airport,34.5346412658691,43.6775741577148,AS,IQ,IQ-SD,,
IQ-0054,Tuz Khurmatu Air Base,34.9372215270996,44.4827766418457,AS,IQ,IQ-SD,,
IQ-0055,Wadi Al Khirr New Air Base,31.4174022674561,43.1823616027832,AS,IQ,IQ-NA,,
IR-0001,Khaneh Airport,36.733341217,45.1500015259,AS,IR,IR-02,Khaneh,OITH
IR-0002,Ahmadi Military Air Field,29.0991992950439,51.0353012084961,AS,IR,IR-06,,
IR-0003,Darrahi Military Air Field,29.3757991790771,51.0675010681152,AS,IR,IR-06,Sadabad,
IR-0004,Shahrokhi Highway Strip,35.2320893037,48.6135578156,AS,IR,IR-24,,
IR-0005,Shahabad Highway Strip,34.0704890613,46.5970945358,AS,IR,IR-17,,
IR-0007,Shadgan Airport,30.6644294698,48.6444890499,AS,IR,IR-10,,
IR-0008,Gorreh Airport,29.9072363757,50.4278469086,AS,IR,IR-06,,
IR-0009,Behbehan Northwest Airport,30.7314520736,50.1141142845,AS,IR,IR-10,,
IR-001,Vayqan Air Base,38.0719985961914,45.7235984802246,AS,IR,IR-01,Shabestar,
IR-0010,Esfahan East Airport,32.5826921774,52.0022177696,AS,IR,IR-04,,
IR-0011,Mansurabad North Airport,30.0358296188,52.8002715111,AS,IR,IR-14,,
IR-0012,Tehran West Airport,35.7419667495,51.2292265892,AS,IR,IR-07,,
IR-0013,Sarvestan Airport,29.2349943922,53.1285524368,AS,IR,IR-14,,
IR-0014,Ella North Airport,31.92180801,48.87751713,AS,IR,IR-10,Langar,
IR-0015,Khar Rud Airport,35.943639,50.082056,AS,IR,IR-28,,
IR-0016,Khāsh Airport,28.2369897196,61.1826038361,AS,IR,IR-13,,
IR-GSM,Gheshm Airport,26.9486999511719,56.268798828125,AS,IR,IR-23,Gheshm,
IR-OI21,Semnan New Airport,35.3894004821777,53.6713981628418,AS,IR,IR-12,,OI21
IR-OI24,Gonbad Ghabus Airport,37.2461013793945,55.0959014892578,AS,IR,IR-27,,OI24
IS-0001,Suðureyri Airstrip,66.1318,-23.544,EU,IS,IS-4,Suðureyri,
IS00,Jay Schertz Farm Airport,40.8417015075684,-89.2744979858398,NA,US,US-IL,Lowpoint,IS00
IS01,Denby Airport,39.2689018249512,-89.9039993286133,NA,US,US-IL,Carlinville,IS01
IS02,Dietchweiler Airport,40.7784004211426,-87.7917022705078,NA,US,US-IL,Watseka,IS02
IS08,Curless Airport,40.2627983093262,-90.2368011474609,NA,US,US-IL,Summum,IS08
IS13,Bussart Airport,39.5792007446289,-87.8486022949219,NA,US,US-IL,Dudley,IS13
IS15,Vodden Airport,42.0325012207031,-88.9026031494141,NA,US,US-IL,Esmond,IS15
IS16,Hartline Air Strip STOLport,37.4667015075684,-89.228401184082,NA,US,US-IL,Anna,IS16
IS19,Carlson RLA Restricted Landing Area,42.3353004456,-89.323600769,NA,US,US-IL,Pecatonica,IS19
IS24,Harris Airport,39.077778,-89.081667,NA,US,US-IL,Ramsey,IS24
IS26,Niklaus RLA Restricted Landing Area,40.1833992004,-88.6153030396,NA,US,US-IL,Farmer City,IS26
IS33,Willhoit Airport,39.0456008911133,-89.8406982421875,NA,US,US-IL,Staunton,IS33
IS34,Piper's Landing Airport,38.7066993713379,-87.6333999633789,NA,US,US-IL,Lawrenceville,IS34
IS37,Stockton Airport,42.3238983154297,-89.9928970336914,NA,US,US-IL,Stockton,IS37
